property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_count,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,availability_30,availability_60,availability_90,availability_365,instant_bookable,host_identity_verified,host_since,cancellation_policy,latitude,longitude,guests_included,extra_people,price
Loft,Private room,6,1,1,1,30,1,404,10,1,2.6,29,4,62,210,1,1,3482,flexible,40.53764381,-73.8871669,1,45,308
Condominium,Entire home/apt,7,2,3,3,24,9,226,3,5,1.4,0,11,16,329,0,1,3340,strict_14_with_grace_period,40.50516812,-73.81487748,4,25,396
House,Entire home/apt,5,4,5,5,17,7,793,7,3,1.6,2,51,0,201,1,0,149,strict_14_with_grace_period,40.82334643,-73.88181216,1,47,404
Loft,Hotel room,6,3,5,5,32,1,138,12,4,3.6,19,12,61,138,0,1,3351,strict_14_with_grace_period,40.58266301,-73.81220937,2,19,324
Condominium,Entire home/apt,5,3,4,3,15,7,210,9,3,2.9,11,0,27,23,0,1,2050,moderate,40.6575252,-73.96393794,4,43,327
Townhouse,Private room,9,4,4,3,19,1,627,8,1,2.4,17,33,44,171,0,1,693,flexible,40.61671917,-73.99001784,3,15,362
Loft,Entire home/apt,8,3,5,4,24,2,43,10,4,3.1,1,33,3,85,0,1,1042,moderate,40.85688515,-73.91698448,1,10,408
Condominium,Private room,8,4,1,1,23,2,404,6,3,1.8,7,17,46,163,0,1,3202,strict_14_with_grace_period,40.89262691,-73.85693277,4,22,347
Apartment,Private room,8,1,28,3,28,3,153,10,3,3.3,10,15,56,357,1,1,490,flexible,40.66512277,-73.79661985,2,46,279
Condominium,Entire home/apt,1,2,5,4,5,9,378,11,1,2.2,7,39,39,27,0,1,736,moderate,40.66775146,-73.95896685,4,47,315
Townhouse,Entire home/apt,7,4,4,3,42,2,61,8,1,3.5,14,16,29,40,1,1,280,moderate,40.82502364,-73.93323456,3,49,448
House,Shared room,2,3,4,5,24,9,1028,4,3,2.5,13,2,77,176,0,1,2439,strict_14_with_grace_period,40.65687876,-73.77745331,2,41,284
Townhouse,Private room,4,1,5,6,17,1,507,10,4,1.5,2,26,30,158,0,1,2819,strict_14_with_grace_period,40.63765084,-73.78660868,3,24,365
Townhouse,Entire home/apt,7,4,5,5,31,6,47,7,1,4.6,30,9,83,317,0,0,2091,strict_14_with_grace_period,40.87222893,-73.76663385,2,32,459
Loft,Private room,3,4,3,3,14,8,493,9,4,3.2,0,25,19,200,0,1,1109,strict,40.8518488,-73.72447985,2,31,230
House,Private room,6,4,3,2,19,8,863,7,4,0.4,6,55,51,137,1,1,2529,strict_14_with_grace_period,40.62982214,-73.8699245,4,15,316
Apartment,Entire home/apt,4,2,4,3,27,8,97,13,5,3.6,7,4,21,134,0,0,3422,strict_14_with_grace_period,40.83865034,-73.77844832,2,4,322
House,Private room,6,4,5,6,5,1,122,10,1,2.8,22,18,36,241,0,1,3287,strict,40.77523953,-73.8450257,3,25,290
Condominium,Entire home/apt,5,4,4,3,8,6,732,2,2,4,25,46,6,74,0,1,2884,moderate,40.77333323,-73.94471123,2,48,338
Condominium,Private room,7,4,3,2,9,3,NA,11,1,1.1,10,20,25,143,1,0,729,strict,40.69063852,-73.80751376,4,27,269
House,Entire home/apt,4,1,1,1,7,6,449,9,4,0.5,0,11,25,145,1,1,2434,strict_14_with_grace_period,40.52166642,-73.98896039,4,37,177
House,Entire home/apt,7,1,3,4,32,6,534,14,1,2.7,2,37,65,166,1,0,1829,strict,40.60188571,-73.9973262,1,45,353
Townhouse,Entire home/apt,2,3,5,6,8,8,1004,9,1,0.1,30,17,27,86,0,1,1857,strict_14_with_grace_period,NA,-73.94285242,4,46,260
Loft,Entire home/apt,9,1,4,5,23,9,164,12,4,2.9,29,47,30,196,1,1,408,strict_14_with_grace_period,40.72169295,-73.7122365,1,35,287
Condominium,Private room,2,4,1,1,45,6,514,12,2,2,30,22,30,210,1,1,465,strict_14_with_grace_period,40.55897777,-73.9202056,4,31,292
Loft,Entire home/apt,4,1,4,5,33,5,740,6,1,4.1,25,38,7,248,0,1,1230,strict,40.74562811,-73.78501897,2,26,295
Townhouse,Entire home/apt,7,2,1,1,48,2,319,12,3,1.7,26,41,59,73,0,1,1289,flexible,40.70755268,-73.86359844,4,28,386
Bed & Breakfast,Entire home/apt,7,3,1,1,46,6,903,9,1,1.9,17,48,16,271,1,1,393,flexible,40.8433461,-73.83049509,2,22,302
House,Entire home/apt,4,4,5,5,48,8,1051,6,2,3.8,6,28,13,278,0,1,906,strict,40.63444972,-73.90827366,2,32,349
House,Entire home/apt,5,4,4,4,46,2,679,8,1,1.1,25,22,1,74,0,1,631,moderate,40.69148988,-73.97418857,1,2,341
Apartment,Entire home/apt,5,3,1,1,47,4,1028,2,3,0.6,23,26,14,260,0,1,599,strict_14_with_grace_period,40.64933364,-73.92310983,1,41,297
Townhouse,Private room,4,2,2,2,30,8,1000,7,5,4.3,22,48,77,299,1,1,3648,flexible,40.61101782,-73.76372136,1,14,236
Condominium,Entire home/apt,9,2,3,3,29,3,81,13,3,3.9,24,46,18,325,1,1,1868,flexible,40.58733492,-73.97605298,4,6,352
Condominium,Entire home/apt,4,1,4,3,15,2,883,10,2,0.4,8,52,71,179,0,1,512,strict,40.5878925,-73.72908573,3,17,352
Townhouse,Private room,1,2,3,4,45,2,176,9,2,0.5,3,10,35,167,0,1,2261,strict_14_with_grace_period,40.5175043,-73.94829866,1,12,266
Townhouse,Private room,5,2,5,4,46,2,510,9,2,4.9,24,45,62,120,1,0,331,strict,40.76083767,-73.75307416,1,9,378
House,Entire home/apt,3,4,2,3,12,5,1097,6,3,0.3,10,29,19,316,0,1,1093,strict_14_with_grace_period,40.83425772,-73.73880018,NA,10,314
Townhouse,Entire home/apt,9,4,1,1,7,5,886,9,2,0.4,13,59,21,292,0,1,1345,moderate,40.65894951,-73.85271583,2,46,273
Bed & Breakfast,Entire home/apt,5,4,4,3,20,1,850,8,3,4.4,13,36,66,293,1,1,395,strict,40.55506166,-73.82590567,1,14,293
Townhouse,Private room,4,2,2,1,12,8,611,4,1,4.1,21,47,75,250,0,0,230,flexible,40.77101292,-73.72542791,1,46,251
House,Private room,9,3,4,4,41,2,105,8,4,0.7,7,44,13,157,1,1,1188,strict,40.54470178,-73.79375228,3,28,404
Apartment,Private room,4,4,5,5,9,8,220,10,5,4.7,14,35,60,293,0,1,1672,flexible,40.63856368,-73.9707963,3,14,286
Loft,Entire home/apt,3,4,3,4,37,5,493,16,2,0.1,24,24,31,270,0,1,1212,strict,40.78464642,-73.8759542,1,10,305
House,Entire home/apt,8,2,5,5,32,2,133,12,2,0.2,3,33,18,113,1,0,1355,strict,40.63982082,-73.84348428,4,39,386
Condominium,Entire home/apt,1,4,1,2,34,9,1057,19,2,1.9,NA,8,90,252,1,1,560,strict,40.6674808,-73.72650378,4,24,242
Bed & Breakfast,Entire home/apt,9,3,3,3,42,1,424,6,2,0.2,11,51,9,107,1,1,2019,moderate,40.54619202,-73.94571432,3,38,326
Apartment,Private room,4,3,2,1,41,7,952,11,5,4.3,28,5,78,165,0,1,482,moderate,40.65360395,-73.73358052,1,48,298
House,Entire home/apt,5,4,5,5,6,4,813,11,4,4.6,9,18,18,22,0,1,2582,flexible,40.76696525,-73.87965922,3,33,317
Townhouse,Entire home/apt,3,2,2,2,17,2,291,7,5,4.2,8,20,25,302,0,0,78,strict,40.83470603,-73.75275636,1,38,178
House,Entire home/apt,4,3,5,4,11,3,418,12,4,1.2,20,44,83,208,1,1,3006,flexible,40.81393924,-73.74533357,3,48,396
Loft,Shared room,2,2,1,1,37,5,412,8,4,0.3,12,28,44,96,1,1,1615,strict,40.88947645,-73.8047476,3,19,265
Bed & Breakfast,Private room,7,4,1,1,10,9,153,7,4,3.1,24,15,53,168,0,1,287,moderate,40.57273259,-73.81202871,1,4,238
Condominium,Hotel room,3,3,2,2,35,4,133,12,5,0.1,28,5,31,290,0,1,3413,strict,40.57511218,-73.80515167,3,43,328
Loft,Entire home/apt,9,4,2,2,36,4,1104,12,2,5,28,19,58,280,1,1,600,moderate,40.89394359,-73.77614437,1,25,351
House,Entire home/apt,4,2,2,2,14,9,328,14,3,3.2,20,4,27,289,0,1,2557,moderate,40.50829815,-73.91583682,2,17,267
Apartment,Shared room,2,3,5,6,39,3,270,11,1,2.2,7,45,32,126,1,1,885,moderate,40.7172162,-73.95697483,1,45,227
Loft,Entire home/apt,1,4,5,6,13,7,749,9,2,0.5,27,12,32,287,0,1,3145,moderate,40.74705369,-73.82931662,2,19,272
Loft,Entire home/apt,7,1,5,5,27,6,181,6,2,2.8,3,32,4,129,1,0,602,moderate,40.51702856,-73.75023522,4,15,372
Bed & Breakfast,Entire home/apt,5,3,3,3,23,5,194,15,3,1,6,2,1,48,0,0,1798,moderate,40.85684985,-73.94208364,2,25,267
Apartment,Hotel room,3,2,2,3,41,3,290,8,3,0.3,17,56,78,238,0,1,1238,flexible,40.78172832,-73.78742258,1,8,266
Bed & Breakfast,Private room,2,4,1,1,29,8,343,15,5,4.5,18,52,35,84,0,0,1343,flexible,40.86258532,-73.70224069,1,22,218
Townhouse,Entire home/apt,3,4,4,3,8,8,562,8,2,3.5,16,58,32,205,1,1,1274,strict_14_with_grace_period,40.75468862,-73.99156119,4,19,356
House,Private room,9,3,1,1,33,3,257,8,2,2.1,24,5,26,361,1,1,560,flexible,40.6245682,-73.93955313,2,48,323
House,Entire home/apt,4,3,3,4,15,1,1045,10,4,0.3,11,5,75,18,0,1,98,flexible,40.65935506,-73.84314735,2,40,296
Bed & Breakfast,Private room,4,4,1,1,24,4,408,10,4,4.4,28,40,29,175,1,1,628,strict_14_with_grace_period,40.70275817,-73.85177838,3,19,272
Townhouse,Entire home/apt,1,2,2,2,17,1,1056,5,4,3.9,16,34,9,118,1,1,2686,moderate,40.77487104,-73.95619412,3,25,193
House,Shared room,8,4,NA,1,47,5,312,4,2,4.6,23,27,11,316,1,1,2936,strict_14_with_grace_period,40.51973833,-73.84564092,1,2,339
Loft,Shared room,1,1,5,5,49,4,555,11,2,0.2,10,23,56,8,0,1,1933,flexible,40.78079876,-73.88412036,2,6,287
Condominium,Private room,7,1,1,1,41,7,1079,10,1,2.8,5,56,27,217,1,1,1366,strict,40.5065431,-73.81310267,2,41,292
House,Entire home/apt,4,1,3,4,37,3,960,6,4,0.6,6,57,17,291,0,0,2067,strict_14_with_grace_period,40.80071648,-73.95553249,1,42,307
House,Private room,3,2,4,3,29,2,291,7,4,1.9,27,20,1,118,1,1,1818,flexible,40.82070682,-73.74708756,1,34,364
House,Shared room,9,3,1,2,32,4,758,5,3,1,16,57,30,193,0,1,1883,strict_14_with_grace_period,40.5613876,-73.93951293,2,29,340
House,Entire home/apt,6,3,1,1,42,2,386,13,2,2.7,5,47,47,46,0,1,361,moderate,40.74000524,-73.8729377,1,24,327
Apartment,Entire home/apt,2,3,1,1,15,4,121,6,3,3.9,10,40,73,247,0,1,2640,strict_14_with_grace_period,40.82382627,-73.8503945,2,40,291
Condominium,Entire home/apt,NA,1,2,1,42,4,121,17,2,4.5,23,8,69,80,1,1,291,flexible,40.60880201,-73.94304113,2,29,388
Bed & Breakfast,Private room,4,1,4,4,34,9,521,11,3,4.6,25,54,66,152,1,1,2051,strict,40.61609178,-73.98031042,3,11,235
Loft,Entire home/apt,8,4,2,3,28,8,918,9,1,0.4,0,42,62,264,0,1,2180,strict_14_with_grace_period,40.70464518,-73.91080551,4,45,368
Condominium,Shared room,1,4,1,1,41,4,301,11,5,4.3,25,48,60,281,0,1,2857,moderate,40.59574466,-73.92818599,3,38,387
House,Entire home/apt,7,2,2,1,32,8,630,7,4,0.8,23,36,32,156,1,1,2912,flexible,40.6837202,-73.89679759,2,22,305
Townhouse,Entire home/apt,7,4,4,3,7,4,337,12,3,0.3,25,20,5,336,1,0,2996,strict_14_with_grace_period,40.86864676,-73.80059476,1,7,315
Loft,Hotel room,7,1,3,2,25,2,560,10,5,2.3,9,27,12,305,1,1,2503,flexible,40.65275961,-73.84308751,4,27,332
Condominium,Entire home/apt,9,4,2,2,19,9,444,5,2,1.8,6,59,25,249,1,1,2410,strict,40.51513868,-73.78262449,3,33,399
Townhouse,Hotel room,2,1,2,2,10,9,483,6,4,1.6,7,49,85,55,0,1,1139,flexible,40.54150657,-73.88452219,3,3,204
House,Entire home/apt,6,4,3,4,38,5,289,11,1,1.3,10,51,75,293,1,0,2540,strict_14_with_grace_period,40.81996216,-73.96313613,3,34,364
Condominium,Entire home/apt,2,1,1,1,33,8,137,17,4,2.2,30,19,74,103,1,1,2794,moderate,40.64424851,-73.83429472,3,9,366
House,Entire home/apt,5,2,3,2,46,2,605,13,3,0.4,19,9,1,125,1,0,672,flexible,40.51500607,-73.9965118,4,2,406
House,Entire home/apt,9,4,5,5,8,7,1070,17,5,2.3,24,21,89,331,0,0,3592,strict_14_with_grace_period,40.89578895,-73.89275449,3,32,429
Townhouse,Entire home/apt,4,2,5,5,23,8,320,9,5,2.5,11,5,11,221,0,1,1550,NA,40.79662059,-73.92728855,1,40,302
House,Shared room,6,2,1,1,9,8,486,9,5,4,1,44,43,365,1,0,1557,strict,40.68436842,-73.72797642,2,17,266
Bed & Breakfast,Entire home/apt,1,4,2,2,33,1,1002,8,4,3.9,20,26,17,36,1,1,2722,flexible,40.79096648,NA,3,3,332
Loft,Entire home/apt,7,1,4,4,32,5,885,16,3,3.6,6,16,46,182,1,0,2961,strict_14_with_grace_period,40.82393316,-73.88322724,2,37,388
Apartment,Entire home/apt,9,3,1,1,17,5,729,11,3,3.2,30,0,28,50,0,1,489,moderate,40.63756599,-73.76071718,4,7,319
Loft,Entire home/apt,8,1,5,4,41,9,776,6,1,3,13,56,77,17,0,1,756,moderate,40.70468904,-73.75599418,4,25,310
Loft,Entire home/apt,6,2,5,4,14,5,994,10,5,4.7,5,8,68,179,0,1,2767,flexible,40.53784094,-73.72459467,4,44,340
Condominium,Private room,6,3,3,4,19,9,175,11,5,1.7,22,19,32,223,1,1,2475,moderate,40.72935646,-73.71480255,3,33,295
Apartment,Entire home/apt,2,4,4,5,36,7,904,14,1,2.5,28,53,42,127,1,1,1483,moderate,40.6568672,-73.80139118,3,24,452
Bed & Breakfast,Hotel room,1,3,2,1,45,6,1120,12,2,0.8,14,53,60,6,0,1,1846,strict,40.52770196,-73.97728074,1,16,303
Condominium,Entire home/apt,8,4,2,3,27,4,445,9,1,1.7,24,24,14,56,0,1,926,flexible,40.74940506,-73.88985759,3,38,320
Townhouse,Hotel room,1,2,4,4,43,1,851,11,5,0.1,8,21,31,133,0,1,1193,moderate,40.86888845,-73.98678883,4,45,270
Condominium,Entire home/apt,2,1,4,5,25,6,601,7,5,2.9,22,55,35,149,1,1,877,moderate,40.8959099,-73.74556789,3,28,257
Condominium,Private room,1,4,1,1,42,8,878,9,4,3.3,1,17,46,327,0,1,2819,strict_14_with_grace_period,40.56072512,-73.70178645,4,49,374
Loft,Private room,1,1,2,2,36,8,845,6,3,1.6,1,6,4,130,0,0,1573,moderate,40.58419113,-73.87929464,1,0,188
Apartment,Private room,1,4,2,2,14,1,76,10,2,3.9,8,54,44,185,0,1,3066,strict,40.52668487,-73.98984596,2,28,183
House,Private room,4,4,1,1,40,4,1046,12,4,2.9,14,45,10,77,1,1,2010,strict,40.7848264,-73.94332811,2,3,443
Loft,Private room,6,2,1,1,39,9,871,8,1,0.8,28,21,86,347,0,1,2278,strict,40.85594308,-73.77463408,1,4,250
Apartment,Entire home/apt,3,3,1,2,10,8,480,12,3,2,5,20,85,299,0,1,3056,strict,40.55094027,-73.72365509,4,7,262
Loft,Entire home/apt,5,2,1,1,15,4,889,12,4,1.1,11,7,85,79,1,1,3058,moderate,40.53950091,-73.99375408,2,17,336
Townhouse,Private room,2,4,4,5,21,7,964,9,4,2.7,14,28,15,60,0,1,586,moderate,40.50855237,-73.90323453,1,15,313
Condominium,Entire home/apt,2,2,1,1,49,7,958,15,5,0.3,3,8,64,123,1,0,106,strict,40.79732006,-73.99939562,2,15,382
Apartment,Entire home/apt,8,4,4,3,23,8,1006,10,5,1.1,4,20,77,350,0,0,1568,flexible,40.56463414,-73.81568907,1,37,374
Loft,Private room,1,4,3,4,47,2,884,15,3,3.5,0,22,88,307,0,1,1550,strict,40.83382513,-73.96980654,4,33,271
Apartment,Entire home/apt,9,4,1,2,27,8,487,9,5,3,30,59,11,160,1,1,826,strict_14_with_grace_period,40.8622589,-73.85863977,3,8,407
Loft,Entire home/apt,4,2,5,4,8,7,647,10,2,1.5,27,48,11,260,1,1,2954,moderate,40.8843686,-73.74931401,2,35,304
Apartment,Entire home/apt,6,1,5,4,32,6,240,13,2,4.5,18,58,46,119,1,1,3480,strict,40.66780821,-73.70483459,3,20,334
House,Private room,9,4,5,6,16,3,1062,11,4,0.7,6,32,66,118,0,1,1578,moderate,40.8642549,-73.86219173,4,14,441
Condominium,Entire home/apt,2,1,5,6,42,2,102,12,2,0.1,27,45,78,253,0,1,1471,strict_14_with_grace_period,40.80925657,-73.72584327,3,36,318
Townhouse,Entire home/apt,8,4,5,4,6,1,752,10,3,0.7,1,15,3,224,0,1,3219,flexible,40.72623321,-73.78780442,1,41,366
House,Private room,8,4,1,2,15,7,373,11,2,1,8,41,27,319,0,1,600,moderate,40.52657787,-73.84029842,4,11,419
Apartment,Entire home/apt,1,3,3,2,41,1,33,11,1,1.1,21,53,29,230,0,1,2987,strict,40.84888041,-73.74412039,1,31,311
Townhouse,Entire home/apt,5,1,1,1,39,5,303,7,2,2.5,29,5,6,226,1,1,2251,strict,40.73353152,-73.92370145,2,48,294
Condominium,Private room,8,1,1,2,29,1,675,12,3,3.1,13,14,3,264,1,0,1299,flexible,40.75902771,-73.94942006,4,38,337
House,Entire home/apt,4,3,2,2,17,4,245,15,4,0.8,13,17,26,363,0,0,2761,moderate,40.62547521,-73.93115742,1,24,397
Townhouse,Entire home/apt,3,2,2,2,33,7,1113,10,1,1.1,23,41,48,335,1,1,2929,flexible,40.69012612,-73.71355762,2,40,298
House,Entire home/apt,4,4,5,6,28,9,742,9,3,4.1,19,55,58,147,0,0,1570,strict_14_with_grace_period,40.69834034,-73.76389066,3,48,394
Loft,Hotel room,1,2,1,2,45,3,384,11,4,3.4,27,11,52,70,1,1,3151,moderate,40.54509716,-73.83943182,2,32,211
Apartment,Entire home/apt,7,1,2,2,10,9,964,6,5,2.2,30,24,49,89,0,1,1677,moderate,40.83468436,-73.96342652,1,19,189
Condominium,Private room,5,4,1,2,16,8,758,9,2,4,13,9,19,329,0,1,1641,strict,40.78333874,-73.88796011,1,27,311
Loft,Entire home/apt,3,2,5,5,25,3,554,8,4,3.4,26,46,20,108,1,1,936,strict_14_with_grace_period,40.51441036,-73.770607,4,6,349
House,Private room,5,2,1,2,33,3,831,12,2,0.9,18,22,37,133,1,1,3435,strict_14_with_grace_period,40.79355889,-73.82744926,2,16,197
Bed & Breakfast,Entire home/apt,5,4,2,1,26,7,344,10,2,2.6,26,20,20,119,1,1,1869,strict_14_with_grace_period,40.77374645,-73.91645072,2,48,263
Condominium,Private room,9,3,3,4,37,9,76,14,2,0.6,23,57,89,363,1,0,1253,flexible,40.52639694,-73.7244207,1,15,364
Apartment,Entire home/apt,4,3,2,1,47,4,422,3,4,0.2,13,11,34,99,1,0,496,flexible,40.82331682,-73.76812447,4,46,280
Apartment,Entire home/apt,4,4,5,5,40,4,546,13,5,2.1,2,7,65,16,0,1,2119,flexible,40.85952522,-73.93599449,1,19,341
Bed & Breakfast,Entire home/apt,9,1,2,2,8,1,474,10,5,0.3,23,49,89,91,0,1,285,moderate,40.7434432,-73.90416177,2,44,244
Loft,Entire home/apt,8,4,5,5,9,1,434,8,3,3,2,32,51,33,1,1,961,moderate,40.82934115,-73.95817296,3,19,418
House,Entire home/apt,5,4,1,1,39,6,122,8,3,3.1,4,31,48,235,0,1,2077,flexible,40.80859457,-73.76447489,4,49,308
Townhouse,Private room,9,2,2,3,26,9,1018,6,3,1.1,22,13,62,61,0,1,873,strict,40.76305369,-73.85776054,4,15,215
Loft,Private room,5,2,5,5,41,1,560,11,2,2.2,8,51,27,243,1,0,846,strict_14_with_grace_period,40.89250688,-73.75335176,2,39,301
Condominium,Private room,2,2,3,2,41,7,447,4,5,2.2,30,5,39,141,0,0,1148,flexible,40.78566206,-73.96008778,4,38,285
Apartment,Private room,3,4,4,5,22,5,1070,6,2,4.1,0,34,68,328,1,1,418,strict,40.76438518,-73.86670189,4,27,259
Bed & Breakfast,Private room,7,2,1,1,31,4,122,16,1,1.3,27,8,73,101,1,1,2736,flexible,40.69356368,-73.89190839,1,15,246
Condominium,Hotel room,9,2,4,4,48,8,789,12,4,4.1,9,27,48,66,0,1,3412,strict,40.62574123,-73.75772534,4,NA,431
Townhouse,Entire home/apt,4,1,1,1,29,1,272,14,4,2.7,5,46,23,235,1,0,2874,strict,40.78685212,-73.80929775,2,37,198
Townhouse,Private room,6,2,1,1,30,2,175,14,5,0.2,21,15,78,357,0,1,94,flexible,40.77662671,-73.80677878,2,2,294
House,Hotel room,5,2,3,3,36,4,268,7,3,3,19,47,42,129,1,1,1667,strict_14_with_grace_period,40.50417362,-73.87430592,3,44,370
Apartment,Entire home/apt,8,4,5,4,25,7,101,12,3,2.2,12,35,37,90,0,0,2724,strict_14_with_grace_period,40.65648839,-73.77956075,4,1,382
Condominium,Entire home/apt,9,4,5,4,43,4,882,9,2,1.1,8,45,59,133,0,0,3222,moderate,40.76601183,-73.86967714,2,15,480
Loft,Entire home/apt,6,1,2,2,31,8,893,15,4,3.6,15,44,14,107,0,1,487,moderate,40.70655529,-73.82526974,3,33,250
House,Entire home/apt,1,4,3,3,17,4,323,7,4,1.2,16,16,15,88,0,1,1545,moderate,40.7131798,-73.87134743,4,40,359
Condominium,Hotel room,3,3,4,4,32,7,181,8,4,3.8,2,3,37,196,0,1,2874,strict_14_with_grace_period,40.50172199,-73.91651612,3,15,364
Townhouse,Hotel room,6,4,2,3,13,7,766,12,2,2.9,20,19,63,307,1,1,103,strict_14_with_grace_period,40.89187273,-73.98358325,2,5,333
Loft,Entire home/apt,2,4,3,2,39,2,261,8,2,3.9,5,30,76,360,1,0,1298,flexible,40.59660604,-73.85992468,4,39,284
House,Entire home/apt,6,2,5,4,43,5,993,7,5,4.3,27,9,11,254,0,0,951,moderate,40.81248011,-73.84387051,3,45,423
Bed & Breakfast,Private room,3,NA,5,4,28,4,816,12,5,3.5,19,35,67,273,0,1,2456,flexible,40.7557718,-73.93271817,2,12,305
Bed & Breakfast,Private room,1,4,3,4,26,4,608,5,5,1.7,5,31,52,258,1,1,837,strict_14_with_grace_period,40.84443262,-73.94225013,4,38,211
House,Private room,2,3,4,5,5,4,580,7,1,4.9,16,51,46,274,1,1,1323,strict_14_with_grace_period,40.88111114,-73.99554665,1,49,198
Apartment,Entire home/apt,7,4,3,3,28,2,773,14,5,1.5,NA,42,45,325,0,1,2080,moderate,40.76014089,-73.94749332,2,26,398
Loft,Private room,8,1,2,2,28,3,899,7,4,0.4,0,41,19,55,1,0,1010,flexible,40.60493372,-73.92430553,3,22,269
Bed & Breakfast,Entire home/apt,3,1,5,4,17,1,517,10,2,4.5,22,41,36,253,1,0,2927,strict,40.8841976,-73.70107777,4,23,317
Condominium,Entire home/apt,9,4,3,4,42,8,829,6,4,0.4,16,16,23,70,0,1,3298,strict,40.80935082,-73.7400541,4,0,465
Apartment,Entire home/apt,5,4,5,6,25,6,389,9,2,1,2,17,28,171,0,0,1466,strict,40.78684741,-73.86901484,3,22,342
House,Entire home/apt,4,2,5,5,49,7,792,9,4,0.8,19,21,89,312,0,1,2438,flexible,40.73273838,-73.99297423,4,49,382
Bed & Breakfast,Entire home/apt,3,4,5,4,37,1,1110,11,3,1.2,15,1,13,135,0,0,2817,flexible,40.62566289,-73.8532285,4,16,353
Condominium,Entire home/apt,9,1,3,2,27,5,1104,16,3,4.2,0,31,65,112,1,1,3051,flexible,40.6499026,-73.87711312,3,35,360
Apartment,Entire home/apt,2,1,3,3,47,2,804,14,3,2.4,9,35,14,254,0,1,575,flexible,40.70465062,-73.9443002,2,40,317
Bed & Breakfast,Private room,5,1,5,4,27,5,234,12,3,4.8,12,56,39,91,0,1,2963,moderate,40.68141674,-73.9824812,4,29,317
Loft,Entire home/apt,3,2,5,6,5,3,1044,8,3,3.7,1,10,4,33,0,1,1136,strict,40.7030594,-73.8118239,2,28,218
Loft,Entire home/apt,6,2,2,2,46,5,590,9,2,2.6,16,31,85,75,1,1,2001,strict_14_with_grace_period,40.78865204,-73.91314995,4,14,412
Apartment,Private room,3,3,5,4,23,3,1102,9,2,2.7,30,22,48,8,1,1,2302,strict_14_with_grace_period,40.75067418,-73.91361582,3,24,280
Apartment,Hotel room,9,3,5,5,6,9,532,11,2,0.9,22,18,14,0,1,1,1306,strict_14_with_grace_period,40.87625999,-73.80745647,2,39,306
Condominium,Entire home/apt,1,1,4,4,26,7,320,6,4,1.9,3,23,0,131,0,1,2439,strict,40.613275,-73.97518021,1,44,342
Bed & Breakfast,Entire home/apt,7,3,3,2,47,1,402,11,3,0.7,1,36,41,244,1,1,2324,flexible,40.69677954,-73.88599407,2,37,246
Loft,Entire home/apt,7,1,3,3,13,9,340,11,5,2.1,16,26,87,143,0,1,2103,flexible,40.7160442,-73.88975004,4,16,296
Bed & Breakfast,Entire home/apt,4,2,2,3,38,9,458,10,1,4,23,21,0,340,1,1,1076,flexible,40.8557998,-73.82130684,3,44,267
Apartment,Private room,2,2,4,4,8,9,1075,11,2,1.6,11,10,11,287,1,0,3590,flexible,40.61042753,-73.77274248,2,29,280
Loft,Entire home/apt,5,3,1,2,12,8,274,9,3,3.1,22,21,86,311,0,1,1232,strict,40.7382338,-73.99046127,3,30,299
Bed & Breakfast,Entire home/apt,6,3,1,2,31,6,923,15,5,3.5,18,29,35,255,0,1,2176,flexible,40.5362578,-73.93638483,1,25,325
Loft,Entire home/apt,5,1,4,5,35,7,327,11,3,3.1,17,24,70,352,1,1,2784,strict_14_with_grace_period,40.77956118,-73.74152289,2,23,331
Bed & Breakfast,Private room,6,4,2,1,25,6,1116,8,2,0.2,0,57,36,304,1,1,907,strict,40.8280573,-73.97975855,1,44,-265
Apartment,Private room,2,1,4,3,5,7,332,12,2,0.1,21,54,85,288,0,1,1303,strict_14_with_grace_period,40.54981525,-73.7861268,3,32,223
Condominium,Entire home/apt,7,4,1,1,8,7,205,12,2,4.3,4,55,23,265,1,1,3305,strict_14_with_grace_period,40.84969772,-73.92537256,4,8,317
Condominium,Entire home/apt,6,4,1,1,29,1,193,10,5,0.1,23,46,77,7,1,1,214,strict,40.63291573,-73.98332833,1,2,332
Apartment,Entire home/apt,6,3,3,3,5,1,1013,9,2,3.4,16,33,72,48,1,1,2983,strict_14_with_grace_period,40.73592109,-73.76216201,4,11,282
House,Entire home/apt,4,3,5,6,13,1,186,13,1,3,23,9,77,292,1,1,927,strict_14_with_grace_period,40.70462892,-73.88447509,3,31,310
Condominium,Entire home/apt,9,3,3,2,9,8,905,6,2,2.8,21,40,42,326,0,1,330,flexible,40.6076451,-73.92857436,1,6,349
Condominium,Entire home/apt,5,2,2,3,32,2,108,8,3,4.9,3,23,48,151,1,0,1746,flexible,40.88171511,-73.74676277,3,20,309
Apartment,Entire home/apt,1,4,1,1,49,3,1050,12,3,3.7,27,32,4,345,1,1,2483,moderate,40.87451942,-73.77635544,4,46,296
Condominium,Entire home/apt,4,4,4,5,19,3,837,9,5,2.4,17,27,13,234,0,1,2036,flexible,40.58095857,-73.96053409,3,49,398
Apartment,Entire home/apt,8,1,3,4,6,5,915,10,4,3.9,10,32,38,320,1,1,289,flexible,40.66063986,-73.7982315,3,1,243
